lat,lon,count
40.809,-73.93,3
40.657,-73.929,1
40.809,-73.931,12
40.808,-74.217,1
40.668,-73.919,1
40.808,-74.219,1
40.809,-73.936,1
40.809,-73.937,1
40.809,-73.938,6
40.809,-73.939,8
40.773,-73.77,1
40.783,-74.044,2
40.752,-74.197,1
40.752,-74.198,2
40.84,-73.981,1
40.69,-73.616,1
40.687,-73.74,1
40.656,-73.893,1
40.764,-74.223,1
40.754,-73.95,1
40.66,-73.802,1
40.66,-73.803,1
40.713,-74.034,11
40.616,-74.011,1
40.713,-74.035,12
40.66,-73.804,1
40.713,-74.036,9
40.713,-74.037,2
40.66,-73.806,1
40.657,-73.931,1
40.713,-74.038,3
40.745,-73.602,1
40.745,-73.603,1
40.668,-73.923,2
40.765,-73.947,10
40.606,-73.744,1
40.605,-74.029,1
40.704,-73.8,2
40.765,-73.948,7
40.668,-73.924,3
40.819,-74.211,1
40.606,-73.745,1
40.704,-73.801,1
40.849,-74.028,1
40.668,-73.926,1
40.809,-73.94,8
40.668,-73.928,1
40.809,-73.941,8
40.809,-73.942,14
40.809,-73.943,4
40.819,-74.218,2
40.809,-73.944,7
40.809,-73.945,37
40.704,-73.809,2
40.809,-73.946,3
40.809,-73.947,2
40.937,-73.819,1
40.809,-73.948,5
40.809,-73.949,6
40.713,-74.04,9
40.924,-74.071,3
40.775,-74.221,1
40.713,-74.041,3
40.733,-73.584,1
40.671,-73.801,1
40.784,-73.776,1
40.671,-73.804,1
40.703,-73.772,1
40.765,-73.952,3
40.754,-73.963,72
40.657,-73.94,1
40.671,-73.805,1
40.754,-73.964,21
40.765,-73.953,98
40.668,-73.93,6
40.754,-73.965,83
40.765,-73.954,37
40.811,-74.104,1
40.616,-74.025,1
40.687,-73.758,1
40.667,-74.216,2
40.765,-73.955,87
40.668,-73.931,11
40.754,-73.966,81
40.765,-73.956,13
40.754,-73.967,55
40.668,-73.933,1
40.765,-73.957,17
40.754,-73.968,81
40.819,-74.221,1
40.616,-74.028,2
40.754,-73.969,140
40.765,-73.958,57
40.765,-73.959,25
40.668,-73.936,1
40.657,-73.947,1
40.809,-73.95,2
40.715,-73.802,1
40.734,-73.629,2
40.819,-74.225,1
40.668,-73.938,3
40.809,-73.951,17
40.668,-73.939,2
40.809,-73.952,57
40.809,-73.953,10
40.809,-73.954,34
40.809,-73.955,9
40.937,-73.828,1
40.937,-73.829,1
40.809,-73.957,5
40.809,-73.958,5
40.809,-73.959,27
40.81,-74.07,1
40.81,-74.073,1
41.053,-73.831,1
40.773,-73.794,1
40.81,-74.074,1
40.754,-73.97,45
40.702,-74.065,1
40.81,-74.078,1
40.754,-73.971,94
40.765,-73.96,18
40.822,-74.1,1
40.764,-74.246,2
40.849,-74.04,1
40.765,-73.961,172
40.754,-73.972,348
40.616,-74.031,1
40.764,-74.247,1
40.733,-73.598,1
40.765,-73.962,235
40.754,-73.973,124
40.733,-73.599,2
40.616,-74.033,4
40.754,-73.974,359
40.765,-73.963,120
40.657,-73.95,2
40.893,-73.836,2
40.668,-73.94,5
40.616,-74.034,5
40.754,-73.975,171
40.765,-73.964,139
40.657,-73.951,1
40.668,-73.941,1
40.849,-74.044,1
40.657,-73.952,4
40.754,-73.976,118
40.765,-73.965,76
40.671,-73.818,1
40.657,-73.953,2
40.668,-73.942,4
40.754,-73.977,384
40.765,-73.966,174
40.657,-73.954,8
40.893,-73.839,7
40.754,-73.978,330
40.765,-73.967,79
40.668,-73.944,1
40.657,-73.955,3
40.754,-73.979,265
40.765,-73.968,174
40.668,-73.945,6
40.765,-73.969,164
40.657,-73.956,8
40.668,-73.946,1
40.704,-73.822,1
40.657,-73.957,5
40.809,-73.96,9
40.668,-73.947,2
40.657,-73.958,6
40.657,-73.959,1
40.937,-73.833,1
40.668,-73.948,6
40.704,-73.825,1
40.668,-73.949,2
40.704,-73.826,3
40.809,-73.963,33
40.809,-73.964,11
40.809,-73.965,10
40.809,-73.966,22
40.809,-73.969,1
40.892,-74.123,1
40.892,-74.124,1
40.713,-74.061,1
40.784,-73.794,1
40.713,-74.062,1
40.66,-73.831,4
40.794,-74.069,2
40.66,-73.832,2
40.754,-73.98,233
40.713,-74.063,2
40.636,-74.383,1
40.636,-73.582,2
40.765,-73.97,342
40.754,-73.981,496
40.754,-73.982,196
40.765,-73.971,378
40.698,-73.764,1
40.754,-73.983,222
40.765,-73.972,476
40.657,-73.96,14
40.754,-73.984,135
40.765,-73.973,112
40.796,-73.821,1
40.657,-73.961,1
40.668,-73.95,2
40.765,-73.974,156
40.754,-73.985,270
40.698,-73.767,1
40.668,-73.951,4
40.765,-73.975,261
40.754,-73.986,208
40.657,-73.962,22
40.796,-73.824,1
40.668,-73.952,6
40.754,-73.987,391
40.765,-73.976,250
40.889,-74.258,1
40.668,-73.953,3
40.754,-73.988,313
40.765,-73.977,296
40.668,-73.954,3
40.704,-73.83,1
40.754,-73.989,389
40.765,-73.978,400
40.703,-73.799,2
40.668,-73.955,1
40.699,-73.803,1
40.765,-73.979,270
40.668,-73.956,3
40.808,-74.254,1
40.937,-73.842,1
40.704,-73.833,2
40.668,-73.957,2
40.668,-73.958,4
40.699,-73.807,6
40.668,-73.959,3
40.704,-73.836,2
40.715,-73.825,1
40.704,-73.837,2
40.783,-73.287,1
40.66,-73.84,1
41.002,-73.661,1
40.754,-73.99,106
40.889,-74.261,1
40.697,-74.057,1
40.765,-73.98,324
40.754,-73.991,121
40.66,-73.844,1
40.754,-73.992,309
40.765,-73.981,263
41.002,-73.665,3
40.671,-73.834,1
41.002,-73.666,3
40.765,-73.982,240
40.754,-73.993,148
41.002,-73.667,1
40.765,-73.983,141
40.754,-73.994,85
40.671,-73.835,1
40.882,-73.867,1
40.754,-73.995,77
40.765,-73.984,218
40.893,-73.856,1
40.893,-73.857,1
40.668,-73.961,3
40.754,-73.996,206
40.765,-73.985,30
40.668,-73.962,13
40.754,-73.997,37
40.765,-73.986,31
40.893,-73.859,1
40.657,-73.974,15
40.754,-73.998,103
40.765,-73.987,61
40.657,-73.975,5
40.765,-73.988,118
40.754,-73.999,200
40.668,-73.965,1
40.657,-73.976,2
40.765,-73.989,18
40.715,-73.831,1
40.657,-73.977,4
40.668,-73.966,5
40.812,-73.856,1
40.921,-73.901,2
40.699,-73.815,2
40.657,-73.978,3
40.715,-73.832,5
40.715,-73.833,1
40.657,-73.979,2
40.745,-73.649,1
40.715,-73.835,1
40.715,-73.837,1
40.715,-73.838,2
40.893,-73.86,1
40.893,-73.861,3
40.713,-74.084,1
40.765,-73.99,36
40.697,-74.067,5
40.765,-73.991,10
40.765,-73.992,37
40.657,-73.98,6
40.765,-73.993,25
40.573,-74.107,1
40.657,-73.981,2
40.765,-73.994,42
40.713,-74.088,1
40.812,-73.86,1
40.657,-73.982,2
40.882,-73.878,3
40.765,-73.995,35
40.687,-73.799,1
40.812,-73.861,1
40.882,-73.879,4
40.765,-73.996,103
40.808,-73.47,1
40.657,-73.984,5
40.765,-73.997,4
40.822,-74.137,1
40.678,-73.447,1
40.668,-73.974,18
40.765,-73.998,15
40.668,-73.975,7
40.528,-74.399,1
40.699,-73.824,1
40.715,-73.841,3
40.668,-73.976,28
40.668,-73.977,10
40.715,-73.843,2
40.668,-73.978,7
40.668,-73.979,16
40.648,-73.637,1
40.809,-73.996,1
40.809,-73.998,1
40.813,-73.909,1
40.882,-73.88,2
40.882,-73.882,1
40.678,-74.251,1
40.698,-73.796,1
40.668,-73.98,4
40.584,-74.107,1
40.668,-73.981,14
40.668,-73.982,5
40.811,-74.157,1
40.668,-73.983,11
40.668,-73.984,17
40.668,-73.985,6
40.668,-73.986,11
40.951,-73.737,1
40.657,-73.998,1
40.78,-73.908,2
40.668,-73.987,9
40.657,-73.999,1
40.668,-73.988,15
40.813,-73.91,1
40.668,-73.989,4
40.819,-74.278,1
40.715,-73.857,2
41.074,-74.145,1
40.764,-74.295,1
40.671,-73.862,1
40.496,-74.442,2
40.593,-74.467,1
40.78,-73.91,1
41.044,-73.534,1
40.78,-73.911,1
40.671,-73.866,1
40.668,-73.99,16
40.668,-73.991,12
41.127,-73.695,1
40.66,-73.879,1
40.745,-74.474,1
40.668,-73.992,1
40.78,-73.913,4
40.667,-73.477,1
40.822,-74.156,1
40.78,-73.914,5
40.668,-73.993,7
40.668,-73.994,9
40.78,-73.915,11
40.714,-74.145,1
40.78,-73.916,1
40.668,-73.996,1
40.78,-73.917,1
40.699,-73.845,3
40.746,-73.71,1
40.78,-73.919,3
40.668,-73.998,9
40.672,-73.906,2
40.812,-73.888,1
40.704,-73.875,1
40.672,-73.907,3
40.668,-73.999,1
40.824,-73.91,2
40.813,-73.921,1
40.716,-73.901,1
40.813,-73.925,2
40.813,-73.926,1
40.813,-73.927,1
40.716,-73.903,1
40.824,-73.919,2
40.716,-73.907,1
40.697,-74.094,1
40.671,-73.87,1
40.671,-73.871,1
40.775,-74.293,1
40.66,-73.883,1
40.697,-74.097,1
40.66,-73.884,1
40.78,-73.92,1
40.671,-73.876,1
40.62,-74.002,2
40.62,-74.003,1
40.616,-74.095,1
40.62,-74.004,7
40.616,-74.096,2
40.61,-73.731,1
40.672,-73.911,2
40.893,-73.899,9
40.776,-74.334,1
41.044,-73.549,2
40.62,-74.008,1
40.78,-73.927,1
40.683,-73.904,3
40.683,-73.905,1
40.648,-73.665,1
40.672,-73.916,4
40.672,-73.917,1
40.704,-73.886,1
40.672,-73.918,1
40.683,-73.907,3
40.813,-73.931,1
40.683,-73.908,1
40.672,-73.919,3
40.757,-73.714,1
40.715,-73.877,1
40.683,-73.909,1
40.921,-73.946,1
40.824,-73.923,1
40.757,-73.715,1
40.715,-73.879,2
40.824,-73.924,1
40.813,-73.935,6
40.813,-73.936,3
40.813,-73.937,1
40.824,-73.926,2
40.716,-73.914,1
40.813,-73.938,6
40.824,-73.928,3
40.813,-73.939,11
40.727,-73.907,7
40.727,-73.908,1
40.671,-73.88,1
40.66,-73.892,1
40.671,-73.881,1
41.044,-73.55,4
40.671,-73.882,1
40.671,-73.883,1
41.055,-73.541,9
40.66,-73.896,1
40.94,-73.77,1
41.055,-73.543,1
40.678,-74.284,1
40.725,-74.15,1
40.745,-73.692,2
40.66,-73.899,2
40.756,-74,1
40.62,-74.015,1
40.672,-73.921,1
40.651,-74.347,1
40.704,-73.89,1
40.683,-73.911,1
40.756,-74.001,14
40.621,-73.731,1
40.756,-74.002,119
40.756,-74.003,5
40.672,-73.924,3
40.683,-73.913,2
40.776,-74.346,1
40.683,-73.914,1
40.61,-73.745,2
40.672,-73.925,4
40.756,-74.004,9
40.715,-73.883,1
40.756,-74.005,1
40.704,-73.894,2
40.672,-73.926,3
40.725,-74.158,1
40.683,-73.916,4
40.813,-73.94,9
40.756,-74.006,3
40.704,-73.895,1
40.672,-73.928,1
40.813,-73.941,4
40.704,-73.896,3
40.672,-73.929,1
40.621,-73.738,1
40.813,-73.942,2
40.704,-73.897,1
40.683,-73.918,5
40.824,-73.931,13
40.824,-73.932,1
40.715,-73.887,3
40.813,-73.943,6
40.704,-73.899,1
40.813,-73.944,16
40.813,-73.945,4
40.813,-73.946,1
40.716,-73.924,1
40.824,-73.937,3
40.824,-73.938,3
40.813,-73.949,4
40.824,-73.939,13
41.074,-74.171,1
40.738,-73.906,1
40.738,-73.907,1
40.671,-73.891,2
40.671,-73.892,1
40.671,-73.894,4
40.62,-74.02,2
40.62,-74.022,1
40.631,-74.011,1
41.102,-73.42,1
40.62,-74.023,4
40.62,-74.024,2
40.672,-73.93,1
40.62,-74.025,1
40.683,-73.92,2
40.672,-73.931,1
40.78,-73.944,3
40.62,-74.026,1
40.683,-73.921,4
40.672,-73.932,2
40.78,-73.945,37
40.672,-73.933,3
40.631,-74.016,5
40.78,-73.946,89
40.672,-73.934,1
40.683,-73.923,6
40.78,-73.947,94
40.62,-74.029,1
40.91,-73.972,1
40.683,-73.924,4
40.672,-73.935,3
40.565,-74.326,3
40.78,-73.948,78
40.683,-73.925,1
40.78,-73.949,27
40.672,-73.936,8
40.683,-73.926,3
40.672,-73.937,3
40.813,-73.95,2
40.672,-73.938,3
40.683,-73.927,2
40.776,-73.559,3
40.824,-73.94,5
40.813,-73.951,5
40.824,-73.941,1
40.672,-73.939,2
40.683,-73.928,2
40.813,-73.952,8
40.813,-73.953,4
40.824,-73.942,2
40.683,-73.929,1
40.824,-73.943,2
40.813,-73.954,1
40.727,-73.92,4
40.716,-73.931,1
40.824,-73.944,7
40.757,-73.737,1
40.813,-73.956,3
40.824,-73.945,7
40.813,-73.957,3
40.952,-73.818,1
40.824,-73.946,2
40.609,-74.324,1
40.813,-73.958,3
40.716,-73.934,5
40.824,-73.947,4
40.813,-73.959,2
40.824,-73.948,4
40.716,-73.936,7
40.824,-73.949,3
40.716,-73.938,1
40.716,-73.939,15
40.738,-73.918,1
40.738,-73.919,2
40.62,-74.031,1
40.631,-74.02,1
40.78,-73.95,65
40.631,-74.021,1
40.62,-74.032,1
40.78,-73.951,31
40.682,-74.212,3
40.78,-73.952,46
40.672,-73.94,1
40.631,-74.023,2
40.787,-73.55,1
40.78,-73.953,74
41.132,-73.247,1
40.631,-74.024,1
40.683,-73.93,3
40.78,-73.954,92
40.683,-73.931,5
40.631,-74.025,5
40.78,-73.955,64
40.631,-74.026,1
40.725,-74.174,1
40.683,-73.932,4
40.679,-73.54,1
40.62,-74.037,4
40.78,-73.956,72
40.683,-73.933,1
40.672,-73.944,1
40.62,-74.038,5
40.78,-73.957,143
40.628,-74.152,1
40.683,-73.934,2
40.672,-73.945,5
40.631,-74.028,5
40.76,-74.416,2
40.78,-73.958,34
40.683,-73.935,14
40.672,-73.946,3
40.659,-74.001,4
40.78,-73.959,115
40.683,-73.936,5
40.672,-73.947,4
40.659,-74.002,6
40.813,-73.96,1
40.824,-73.95,2
40.813,-73.961,7
40.683,-73.937,3
40.672,-73.948,10
40.659,-74.004,1
40.813,-73.962,3
40.824,-73.951,3
40.767,-74.017,1
40.672,-73.949,4
40.683,-73.938,5
40.813,-73.963,1
40.602,-73.932,1
40.824,-73.952,9
40.683,-73.939,6
40.756,-74.029,2
40.908,-74.031,1
40.767,-74.019,1
40.824,-73.953,2
40.602,-73.933,1
40.716,-73.94,29
40.659,-74.007,1
40.824,-73.954,3
40.716,-73.941,42
40.921,-73.979,1
40.73,-73.807,1
40.738,-73.92,1
40.649,-73.734,1
40.716,-73.942,21
40.824,-73.955,3
40.738,-73.921,2
40.949,-73.952,1
40.716,-73.943,5
40.602,-73.937,1
40.737,-74.207,1
40.726,-73.417,1
40.716,-73.944,3
40.738,-73.922,6
40.73,-73.809,2
40.738,-73.923,3
40.716,-73.945,27
40.738,-73.924,3
40.716,-73.946,19
40.738,-73.925,2
40.716,-73.947,10
40.716,-73.948,14
40.738,-73.927,2
40.716,-73.949,9
40.738,-73.928,3
40.62,-74.04,4
40.884,-73.58,1
40.78,-73.96,108
40.78,-73.961,120
40.78,-73.962,68
40.699,-73.89,1
40.631,-74.033,1
40.672,-73.95,10
40.683,-73.94,4
40.672,-73.951,6
40.683,-73.941,5
40.672,-73.952,14
40.756,-74.032,1
40.672,-73.953,9
40.683,-73.942,7
40.91,-73.991,1
40.672,-73.954,1
40.683,-73.943,7
40.767,-74.023,1
40.683,-73.944,8
40.672,-73.955,13
40.699,-73.895,2
40.683,-73.945,4
40.631,-74.039,1
40.767,-74.024,1
40.672,-73.956,5
40.699,-73.897,1
40.683,-73.946,4
40.672,-73.957,37
40.767,-74.025,4
40.767,-74.026,2
40.756,-74.037,1
40.683,-73.947,5
40.672,-73.958,29
40.699,-73.899,1
40.683,-73.948,7
40.767,-74.027,2
40.672,-73.959,32
40.683,-73.949,10
40.716,-73.95,20
40.73,-73.815,1
40.73,-73.816,1
40.716,-73.951,25
40.727,-73.94,15
40.73,-73.817,1
40.757,-73.757,1
40.716,-73.952,48
40.727,-73.941,16
40.738,-73.93,1
40.727,-73.942,1
40.738,-73.931,8
40.716,-73.953,9
40.727,-73.943,7
40.738,-73.932,1
40.73,-73.819,2
40.716,-73.954,27
40.707,-74.402,1
40.716,-73.955,9
40.727,-73.944,18
40.716,-73.956,28
40.727,-73.945,8
40.727,-73.946,8
40.716,-73.957,21
40.738,-73.935,1
40.716,-73.958,27
40.727,-73.947,37
40.727,-73.948,22
40.716,-73.959,29
40.738,-73.938,1
40.727,-73.949,11
40.738,-73.939,1
41.044,-73.59,1
41.055,-73.582,1
40.672,-73.96,3
40.78,-73.973,28
40.672,-73.961,12
40.683,-73.95,16
40.78,-73.974,90
40.683,-73.951,7
40.672,-73.962,14
40.78,-73.975,123
40.767,-74.03,2
40.78,-73.976,97
40.672,-73.963,48
40.683,-73.953,18
40.853,-74.067,3
40.756,-74.043,5
40.78,-73.977,68
40.672,-73.964,121
40.586,-73.93,3
40.683,-73.954,16
40.672,-73.965,14
40.78,-73.978,19
40.586,-73.931,2
40.683,-73.955,10
40.78,-73.979,32
40.586,-73.932,1
40.683,-73.956,17
40.683,-73.957,5
40.629,-73.891,1
40.672,-73.969,2
40.602,-73.951,3
40.683,-73.958,3
40.683,-73.959,18
40.602,-73.953,1
40.73,-73.825,1
40.716,-73.96,33
40.727,-73.95,13
40.716,-73.961,52
40.757,-73.767,1
40.727,-73.951,19
40.716,-73.962,100
40.738,-73.941,2
40.716,-73.963,27
40.727,-73.952,19
40.824,-73.977,2
40.716,-73.964,30
40.727,-73.953,17
40.727,-73.954,12
40.716,-73.965,52
40.737,-74.228,2
40.602,-73.959,3
40.727,-73.955,4
40.716,-73.966,9
40.716,-73.967,1
40.758,-73.804,2
40.727,-73.956,24
40.727,-73.957,36
40.727,-73.958,1
40.727,-73.959,20
40.78,-73.98,50
40.78,-73.981,80
40.78,-73.982,79
40.853,-74.073,1
40.78,-73.983,34
40.864,-74.063,1
40.756,-74.05,1
40.683,-73.96,13
40.78,-73.984,57
40.672,-73.971,21
40.672,-73.972,28
40.78,-73.985,56
40.683,-73.961,19
40.756,-74.052,1
40.79,-73.459,1
40.787,-74.384,1
40.672,-73.973,9
40.78,-73.986,52
40.683,-73.962,18
40.652,-73.631,2
40.672,-73.974,21
40.78,-73.987,71
40.683,-73.963,29
40.672,-73.975,3
40.78,-73.988,54
40.683,-73.964,16
40.73,-73.83,2
40.586,-73.941,1
40.575,-73.952,1
40.78,-73.989,1
40.683,-73.965,30
40.672,-73.976,29
40.683,-73.966,25
40.672,-73.977,43
40.813,-73.991,1
40.73,-73.832,1
40.672,-73.978,16
40.683,-73.967,29
40.683,-73.968,1
40.597,-73.933,1
40.672,-73.979,4
40.855,-73.83,1
40.834,-73.455,1
40.586,-73.946,1
40.962,-74.129,1
40.602,-73.964,2
40.586,-73.947,1
40.746,-73.788,1
40.866,-73.823,1
40.757,-73.778,1
40.602,-73.967,4
40.804,-73.645,1
40.738,-73.953,2
40.602,-73.968,5
40.602,-73.969,1
40.824,-73.989,1
40.738,-73.954,2
40.738,-73.955,8
40.738,-73.956,44
40.716,-73.979,3
40.949,-73.988,1
40.672,-73.98,20
40.672,-73.981,19
40.672,-73.982,16
40.683,-73.971,3
40.672,-73.983,7
40.683,-73.972,6
40.672,-73.984,32
40.683,-73.973,7
40.575,-73.961,2
40.78,-73.998,2
40.672,-73.985,3
40.683,-73.974,31
40.683,-73.975,84
40.672,-73.986,16
40.597,-73.941,2
40.586,-73.952,1
40.746,-73.792,1
40.683,-73.976,48
40.672,-73.987,31
40.602,-73.97,3
40.746,-73.793,1
40.683,-73.977,62
40.672,-73.988,13
40.602,-73.971,5
40.672,-73.989,3
40.683,-73.978,20
40.602,-73.972,2
40.632,-74.105,1
40.683,-73.979,15
40.602,-73.973,2
40.865,-74.115,1
40.716,-73.98,2
40.575,-73.967,1
40.597,-73.946,1
40.602,-73.974,1
40.716,-73.981,5
40.586,-73.957,2
40.602,-73.975,1
40.716,-73.982,1
40.597,-73.947,3
40.602,-73.976,1
40.716,-73.983,2
40.73,-73.848,2
40.727,-73.972,1
40.748,-74.235,1
40.757,-73.788,1
40.716,-73.984,2
40.73,-73.849,3
40.963,-73.858,2
40.788,-73.637,1
40.727,-73.975,1
40.716,-73.986,54
40.758,-73.824,1
40.866,-73.837,1
40.727,-73.976,4
40.716,-73.987,38
40.855,-73.849,1
40.716,-73.988,46
40.727,-73.977,103
40.758,-73.826,1
40.716,-73.989,19
40.727,-73.978,144
40.727,-73.979,99
40.758,-73.828,1
40.758,-73.829,3
41.035,-74.074,1
40.672,-73.99,33
40.672,-73.991,15
40.683,-73.98,10
40.672,-73.992,3
40.767,-74.06,1
40.683,-73.981,13
40.672,-73.993,3
40.683,-73.982,8
40.672,-73.994,1
40.597,-73.95,1
40.672,-73.996,22
40.683,-73.985,7
40.672,-73.997,2
40.683,-73.986,5
40.788,-73.64,1
40.683,-73.987,1
40.602,-73.98,1
40.73,-73.853,3
41.144,-73.327,1
40.683,-73.988,2
40.575,-73.976,1
40.597,-73.955,2
40.575,-73.977,1
40.649,-73.782,4
40.737,-74.253,1
40.716,-73.99,66
40.575,-73.978,2
40.876,-74.115,1
40.649,-73.783,176
40.727,-73.98,332
40.716,-73.991,68
40.855,-73.853,1
40.602,-73.985,1
40.649,-73.784,36
40.727,-73.981,63
40.716,-73.992,39
40.758,-73.83,1
40.586,-73.969,1
40.727,-73.982,4
40.602,-73.986,2
40.73,-73.858,4
40.649,-73.785,5
40.716,-73.993,37
40.804,-74.465,1
40.716,-73.994,3
40.649,-73.786,1
40.727,-73.983,182
40.602,-73.988,1
40.738,-73.973,7
40.716,-73.995,32
40.727,-73.984,261
40.855,-73.857,1
40.737,-74.259,1
40.738,-73.974,68
40.727,-73.985,151
40.716,-73.996,30
40.758,-73.834,10
40.738,-73.975,5
40.716,-73.997,15
40.727,-73.986,237
40.758,-73.835,1
40.727,-73.987,166
40.716,-73.998,26
40.738,-73.977,8
40.804,-73.669,1
40.716,-73.999,37
40.727,-73.988,88
40.718,-73.635,1
40.738,-73.978,26
40.727,-73.989,313
40.738,-73.979,4
40.683,-73.99,13
40.683,-73.991,32
40.683,-73.992,18
40.575,-73.98,1
40.683,-73.993,38
40.575,-73.981,3
40.683,-73.994,14
40.683,-73.995,5
40.73,-73.861,1
40.586,-73.972,3
40.597,-73.961,3
40.683,-73.996,26
40.575,-73.984,2
40.683,-73.997,14
40.73,-73.862,6
40.823,-74.296,1
40.586,-73.974,1
40.788,-73.651,1
40.597,-73.963,1
40.73,-73.863,8
40.683,-73.998,16
40.73,-73.864,1
40.855,-73.86,1
40.683,-73.999,14
40.748,-74.252,1
40.804,-73.67,2
40.597,-73.965,1
40.772,-73.703,1
40.602,-73.994,1
40.727,-73.99,108
40.855,-73.863,1
40.748,-74.254,1
40.602,-73.995,2
40.738,-73.98,66
40.727,-73.991,114
40.597,-73.968,2
40.727,-73.992,837
40.738,-73.981,134
41.306,-72.93,1
40.731,-73.901,1
40.855,-73.865,1
40.597,-73.969,7
40.727,-73.993,260
40.738,-73.982,32
40.748,-74.257,1
40.738,-73.983,123
40.727,-73.994,433
40.731,-73.903,1
40.738,-73.984,151
40.727,-73.995,354
40.758,-73.844,12
40.727,-73.996,351
40.738,-73.985,121
40.758,-73.845,46
40.738,-73.986,301
40.727,-73.997,86
40.727,-73.998,32
40.738,-73.987,132
40.769,-73.836,1
40.758,-73.847,1
40.727,-73.999,156
40.738,-73.988,472
40.758,-73.848,1
40.738,-73.989,241
40.769,-73.837,2
40.769,-73.838,1
40.758,-73.849,11
40.767,-74.083,2
40.631,-74.099,1
40.597,-73.97,1
40.597,-73.971,4
40.73,-73.871,2
40.73,-73.872,2
40.597,-73.972,3
41.091,-73.917,1
40.788,-74.463,1
40.737,-74.273,1
40.748,-74.263,1
41.068,-73.702,2
40.73,-73.877,2
40.586,-73.988,1
40.923,-74.001,1
40.738,-73.99,440
41.068,-73.703,5
40.758,-73.85,1
40.738,-73.991,184
41.068,-73.704,2
40.742,-73.9,1
40.738,-73.992,406
40.788,-73.668,1
40.738,-73.993,224
40.742,-73.901,1
40.855,-73.877,4
40.738,-73.994,74
40.758,-73.854,1
40.742,-73.903,2
40.738,-73.995,78
40.738,-73.996,110
40.867,-73.901,3
40.738,-73.997,149
40.866,-73.869,2
40.742,-73.906,2
40.738,-73.998,72
40.758,-73.857,3
40.758,-73.858,3
40.742,-73.907,2
40.731,-73.918,1
40.867,-73.903,1
40.738,-73.999,71
40.731,-73.919,1
40.742,-73.909,1
41.209,-73.726,1
40.867,-73.906,3
40.76,-73.693,1
40.74,-74.152,1
40.73,-73.88,1
40.597,-73.98,2
40.788,-74.471,1
40.73,-73.882,1
40.652,-73.685,1
40.74,-74.156,2
40.59,-73.901,5
40.597,-73.983,2
40.597,-73.985,2
40.866,-73.871,1
40.73,-73.887,1
40.799,-73.664,5
40.73,-73.888,1
40.731,-73.92,1
40.855,-73.886,2
40.753,-73.9,1
40.675,-73.704,1
40.855,-73.887,10
40.742,-73.912,1
40.855,-73.888,13
40.878,-73.9,2
40.742,-73.915,1
40.758,-73.866,1
40.707,-73.675,1
40.753,-73.905,1
40.742,-73.916,1
40.753,-73.906,1
40.753,-73.907,1
40.758,-73.869,1
40.878,-73.903,1
40.742,-73.918,4
40.742,-73.919,3
40.753,-73.909,1
40.878,-73.906,2
40.878,-73.907,1
40.867,-73.918,1
40.791,-73.55,1
40.597,-73.991,1
40.73,-73.891,3
40.855,-73.89,1
40.74,-74.168,1
40.741,-74.2,1
40.782,-74.006,4
40.771,-74.017,2
40.721,-74.342,1
40.782,-74.007,2
40.866,-73.881,2
40.782,-74.008,1
40.772,-73.734,2
40.866,-73.882,4
40.772,-73.735,2
40.855,-73.894,1
40.866,-73.883,3
40.73,-73.899,1
40.742,-73.92,1
40.855,-73.896,1
40.753,-73.91,2
40.753,-73.911,1
40.742,-73.922,4
40.769,-73.862,548
40.742,-73.923,1
40.769,-73.863,615
40.758,-73.874,1
40.753,-73.913,1
40.867,-73.92,1
40.731,-73.935,2
40.742,-73.924,13
40.769,-73.864,34
40.867,-73.921,1
40.769,-73.865,3
40.742,-73.925,6
40.753,-73.915,2
40.769,-73.866,11
40.645,-73.903,1
40.867,-73.923,5
40.742,-73.927,3
40.769,-73.867,54
40.742,-73.928,2
40.758,-73.879,1
40.769,-73.868,6
40.867,-73.924,2
40.867,-73.925,3
40.742,-73.929,1
40.769,-73.869,1
40.719,-73.712,1
40.867,-73.927,7
40.878,-73.917,1
40.867,-73.928,3
40.867,-73.929,1
40.878,-73.918,1
40.878,-73.919,1
40.364,-73.991,1
41.05,-74.027,2
40.771,-74.023,2
40.674,-74,3
40.771,-74.025,1
40.994,-73.761,1
40.866,-73.89,2
40.701,-74.01,1
40.674,-74.005,3
40.771,-74.029,1
40.782,-74.019,1
40.674,-74.006,2
40.701,-74.012,4
40.769,-73.87,1
40.674,-74.007,1
40.675,-73.722,2
40.866,-73.894,3
40.701,-74.013,2
40.769,-73.871,1
40.701,-74.014,1
40.753,-73.92,1
40.742,-73.931,9
40.701,-74.015,1
40.731,-73.943,1
40.742,-73.932,2
40.753,-73.921,1
40.758,-73.883,1
40.761,-73.759,1
40.701,-74.016,1
40.866,-73.897,1
40.633,-73.888,4
40.742,-73.933,7
40.633,-73.889,1
40.742,-73.934,9
40.731,-73.945,1
40.867,-73.931,1
40.837,-74.003,1
40.753,-73.924,5
40.742,-73.936,2
40.758,-73.887,2
40.769,-73.876,16
40.742,-73.937,1
40.753,-73.926,1
40.758,-73.888,1
40.769,-73.878,1
40.731,-73.949,7
40.656,-73.903,2
40.753,-73.927,7
40.742,-73.938,1
40.742,-73.939,4
40.656,-73.904,2
40.753,-73.928,3
40.656,-73.905,1
40.816,-73.745,1
41.05,-74.03,1
40.771,-74.031,1
40.876,-74.17,1
40.799,-74.49,1
40.674,-74.01,3
